DisNo.,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected,"Total Damage, Adjusted ('000 US$)",Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium"
2016-0040-IDN,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",No,No,No,,235818.78,Km2,-2.465,103.352,"Rokan, Muara Bandar, Palis, Batang Lubuh, Batang Bangko, Batng Suliti, Batang Lolo rivers",2016.0,2.0,7.0,2016.0,2.0,12.0,80313.0,2539.0,,
2016-0043-TWN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Tainan city (Name Unkown district, Taiwan Sheng province)",Yes,No,No,,6.4,Moment Magnitude,22.938,120.6,,2016.0,2.0,6.0,2016.0,2.0,6.0,525.0,888687.0,,
2016-0095-CHN,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,Asia,"Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng provinces",No,No,No,,383223.81,Km2,24.704,113.991,,2016.0,3.0,19.0,2016.0,3.0,22.0,219300.0,215824.0,,
2016-0096-NZL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,NZL,New Zealand,Australia and New Zealand,Oceania,"Riwaka city (Administrative unit not available district, Nelson-marlborough province), Administrative unit not available district (Westland province) ",No,No,No,,39333.76,Km2,-42.169,172.21,"Riwaka, Waiho, Takaka, Aorere rivers",2016.0,3.0,23.0,2016.0,3.0,24.0,300.0,31739.0,,
2016-0107-JPN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Kumamoto province (Kyushu Isl.),No,No,No,,6.5,Moment Magnitude,32.788,130.7,,2016.0,4.0,14.0,2016.0,4.0,14.0,120800.0,48242988.0,,
2016-0115-URY,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),URY,Uruguay,Latin America and the Caribbean,Americas,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces ",No,No,No,,126653.11,Km2,-32.435,-56.195,,2016.0,4.0,12.0,2016.0,5.0,11.0,10605.0,3809.0,,
2016-0117-ECU,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",Yes,No,Yes,44992.0,7.8,Moment Magnitude,0.382,-79.92,,2016.0,4.0,16.0,2016.0,4.0,16.0,389364.0,2539105.0,,
2016-0121-JPN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki provinces",No,No,No,,7.3,Moment Magnitude,32.791,130.75,,2016.0,4.0,16.0,2016.0,4.0,16.0,298432.0,25391047.0,,
2016-0128-RUS,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),RUS,Russian Federation,Eastern Europe,Europe,"Vologodskaya Oblast, Tyumenskaya Oblast, Sverdlovskaya Oblast provinces",No,No,No,,1834048.3,Km2,61.967,59.803,,2016.0,4.0,16.0,2016.0,4.0,22.0,3200.0,2539.0,,
2016-0139-IND,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,"Arunachal Pradesh, Assam, Nagaland provinces",No,No,No,,70517.68,Km2,27.464,95.607,Brahmaptura river,2016.0,4.0,22.0,2016.0,4.0,25.0,100000.0,190433.0,,
2016-0203-USA,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,"Greenbier district (West Virginia province); Ohio, Indiana, Illinois, Wisconsin, Virginia",No,No,Yes,,,Kph,38.945,-80.555,,2016.0,6.0,22.0,2016.0,6.0,24.0,2000.0,1269552.0,,
2016-0236-CHN,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Gansu Sheng, Shaanxi Sheng, Qinghai Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hunan, Fujian provinces",No,No,No,,197079.53,Km2,24.753,112.952,,2016.0,6.0,18.0,2016.0,6.0,23.0,165000.0,3808657.0,,
2016-0241-CHN,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Jiangsu, Anhui, Jiangxi, Henan, Hubei, Hunan, Guangxi, Chogqing, Sichuan, Guizhou, Yunnan",No,No,No,,720844.3,Km2,27.976,114.24,Yangtze river,2016.0,6.0,28.0,2016.0,7.0,13.0,60000000.0,27930151.0,,
2016-0288-BGD,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,"Kurigram, Bogra, Sirajganj, Gaibandha, Tangail, Jamalpur, Nilphamari, Lalmonirhat, Sunamganj, Faridpur, Kustia,Madaripur, Manikganj, Rajbari, Rangpur, Sariatpur districts",No,No,No,,45667.11,Km2,24.095,90.04,,2016.0,7.0,19.0,2016.0,8.0,2.0,1900000.0,190433.0,,
2016-0292-USA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",No,No,Yes,,19554.02,Km2,29.988,-91.8,,2016.0,8.0,9.0,2016.0,8.0,16.0,70000.0,12695523.0,,
2016-0313-ITA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)",No,No,Yes,,6.2,Moment Magnitude,42.723,13.187,,2016.0,8.0,24.0,2016.0,8.0,24.0,4854.0,6347762.0,,
2016-0329-TZA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Bukoba, Karagwe, Missenyi district (Kagera province)",No,No,No,,5.9,Moment Magnitude,1.036,31.618,,2016.0,9.0,10.0,2016.0,9.0,10.0,139601.0,581455.0,,
2016-0333-MEX,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,MEX,Mexico,Latin America and the Caribbean,Americas,Durango city,No,No,No,,22329.12,Km2,23.672,-104.964,,2016.0,9.0,29.0,2016.0,10.0,5.0,3000.0,31739.0,,
2016-0334-GRC,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GRC,Greece,Southern Europe,Europe,"Kalamata, Thessaloniki cities (Peloponnesse)",No,No,No,,20422.01,Km2,37.418,22.292,,2016.0,9.0,5.0,2016.0,9.0,8.0,200.0,71095.0,,
2016-0335-MKD,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MKD,North Macedonia,Southern Europe,Europe,Skopje province,No,No,No,,5.1,Moment Magnitude,42.009,21.49,,2016.0,9.0,11.0,2016.0,9.0,11.0,100.0,12696.0,,
2016-0341-KOR,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,KOR,Republic of Korea,Eastern Asia,Asia,Kyonju,No,No,No,,5.4,Moment Magnitude,35.781,129.216,,2016.0,9.0,12.0,2016.0,9.0,12.0,29832.0,26661.0,,
2016-0345-IDN,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,"Garut, Sumedang districts (Jawa Barat)",No,No,No,,32276.01,Km2,-7.042,108.238,Ciamanuk river,2016.0,9.0,20.0,2016.0,9.0,22.0,8920.0,27930.0,,
2016-0357-ITA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Visso, Ussita (Macerata district, Marche province)",No,No,No,,6.1,Moment Magnitude,42.934,13.043,,2016.0,10.0,26.0,2016.0,10.0,26.0,3027.0,253910.0,,
2016-0358-ITA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Norcia (Perugia district, Umbria province)",No,No,No,,6.5,Moment Magnitude,42.855,13.088,,2016.0,10.0,30.0,2016.0,10.0,30.0,22292.0,253910.0,,
2016-0360-THA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,"Nakhon Sawan province, Ayutthaya (Phra Nakhon Si Ayudhya province)",No,No,No,,17187.43,Km2,14.867,100.395,,2016.0,10.0,6.0,2016.0,10.0,16.0,204000.0,152346.0,,
2016-0383-MMR,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,"Magway, Mandalay, Rakhine, Sagaing provinces",No,No,No,,6.8,Moment Magnitude,20.923,94.569,,2016.0,8.0,24.0,2016.0,8.0,24.0,1152.0,12696.0,,
2016-0391-IND,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,"Andhra Pradesh province, Telangana",No,No,No,,137435.4,Km2,17.654,80.34,,2016.0,9.0,21.0,2016.0,9.0,29.0,3000.0,747766.0,,
2016-0395-NZL,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,NZL,New Zealand,Australia and New Zealand,Oceania,"Culverden, Kaikoura (Canterbury province), Wellington province",No,No,No,,7.8,Moment Magnitude,-42.725,173.064,,2016.0,11.0,14.0,2016.0,11.0,14.0,50.0,4951254.0,,
2016-0400-VNM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh (Minh Hoa, Tuyen Hoa), Ha Tinh (Huong Khe), Nghe An, Quang Tri (Vinh Linh, Hai Lang, Trieu Phong), Thua Thien Hue provinces",No,No,No,,63641.54,Km2,16.004,107.68,,2016.0,10.0,9.0,2016.0,10.0,16.0,659615.0,132389.0,,
2016-0428-AUS,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),AUS,Australia,Australia and New Zealand,Oceania,"Victoria, South Australia provinces",No,No,No,,634200.41,Km2,-33.277,139.898,,2016.0,9.0,10.0,2016.0,9.0,22.0,280.0,31739.0,,
2016-0472-THA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,"Nakhon Si Thammarat, Krabi, Surat Thani, Songkhla, Phatthalung, Pattani, Chumphon, Trang, Yala, Narathiwat provinces",No,No,Yes,,67395.39,Km2,14.445,100.753,,2016.0,12.0,1.0,2016.0,12.0,10.0,582343.0,31739.0,,
2016-0475-IDN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",No,Yes,No,,6.5,Moment Magnitude,5.281,96.108,,2016.0,12.0,7.0,2016.0,12.0,7.0,86018.0,126955.0,,
2016-0480-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjinag Uygur Zizhiqu province,No,No,No,,6.6,Moment Magnitude,39.238,74.047,,2016.0,11.0,25.0,2016.0,11.0,25.0,37200.0,6983.0,,
2016-0492-JPN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,"Kurayoshi city (Kurayosisi district, Tottori province)",No,No,No,,6.2,Moment Magnitude,35.37,133.812,,2016.0,10.0,21.0,2016.0,10.0,21.0,493.0,126955.0,,
2016-0493-USA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,Cushing (Oklahoma),No,No,No,,5.0,Moment Magnitude,35.991,-96.803,,2016.0,11.0,7.0,2016.0,11.0,7.0,120.0,25391.0,,
2016-0516-MYS,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,Asia,"Bachok, Gua Musang, Jeli, Kota Bahru, Machang, Pasir Mas, Pasir Puteh, Tanah Merah, Tumpat, Kuala Krai districts (Kelantan state); Besut, Setiu, Hulu Terengganu, Marang, Dungun, Kemaman (Terengganu state); Kuala Kangsar (Perak state); Pahang; Johor; Sabah; Selangor",No,No,No,,43580.48,Km2,4.7,102.411,"Sungai Golok, Sungai Galas, Sungai Kelantan, ungai Besut, Sungai Terengganu and Sungai Setiu",2016.0,12.0,26.0,2017.0,1.0,23.0,25000.0,167581.0,,
2016-0526-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Near Shihezi district (Xinjiang Uygur Zizhiqu province),No,No,No,,5.9,Moment Magnitude,43.823,86.345,,2016.0,12.0,8.0,2016.0,12.0,8.0,9120.0,171390.0,,
2016-0536-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Shimen (Yunnan - Dali Bai),No,No,No,,4.8,Moment Magnitude,26.077,99.539,,2016.0,5.0,18.0,2016.0,5.0,18.0,5000.0,76173.0,,
2017-0006-THA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,"Pattani, Yala, Narathiwat, Songkhla, Phattalung, Trang, Nakhon Si Thammarat, Krabi, Surat Thani, Chumphon, Prachaub Khirikhan, Ranong provinces ",Yes,No,No,,50020.11,Km2,7.305,100.061,,2017.0,1.0,1.0,2017.0,1.0,31.0,1800000.0,1243073.0,,
2017-0015-ITA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region",No,No,No,,5.3,Moment Magnitude,42.601,13.227,13.227,2017.0,1.0,18.0,2017.0,1.0,19.0,11.0,22375.0,,
2017-0050-PHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,Surigao Del Norte district (Region XIII (Caraga) province),No,No,No,,6.7,Moment Magnitude,9.907,125.452,,2017.0,2.0,10.0,2017.0,2.0,10.0,16857.0,17371.0,,
2017-0055-CHL,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),CHL,Chile,Latin America and the Caribbean,Americas,"Santiago, Valparaiso, O'Higgins, Antofagasta, Coquimbo",No,No,No,,,Km2,-30.939,-70.249,Maipo river,2017.0,2.0,24.0,2017.0,3.0,3.0,1200.0,2486.0,,
2017-0084-PER,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),PER,Peru,Latin America and the Caribbean,Americas,"Ancash department (Huarmey, Casma, El Santa provinces); Tumbes department (Zarumilla and Tumbes provinces); Lima department (Lima, Huarochirí and Canta provinces), La Libertad department (Trujillo province), Chiclayo department (Chiclayo province), Piura department (Piura province)",Yes,No,Yes,,810942.34,Km2,-11.004,-75.148,,2017.0,3.0,15.0,2017.0,3.0,19.0,1800505.0,3853527.0,,
2017-0109-AGO,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,AGO,Angola,Sub-Saharan Africa,Africa,Luanda province,No,No,No,,24002.58,Km2,-8.718,13.656,,2017.0,3.0,21.0,2017.0,4.0,8.0,30250.0,2486.0,,
2017-0126-CAN,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),CAN,Canada,Northern America,Americas,"Ottawa (Cumberland, Constance Bay,Fitzroy Harbour, Dunrobin, Britannia, West Carleton-March, MacLarens Landing), Champlain Township (Prescott and Russell), Lanark (Ontario); Montreal, Gatineau, Laval (Quebec); Thompson Nicola (Cache Creek, Lower Nicola Indian Band) Columbia Shushwap (Tappen), Central Okanagan (Kelowna, West Kelowna, Lake country, Fintry Delta),North Okanogan (Lumby), Okanagan Similkameen (Garnett Valley,Summerland), Kootenay Boundary (Grand Forks) (British Colombia); Canadian Maritimes; York, Sunburry (Fredericton, Maugerville), Queens (Jemseg) (New Brunswick) ; Cape Breton Island (Nova Scotia)",Yes,No,Yes,,79149.2,Km2,45.575,-74.406,"Saint-Laurent river, Ottawa Rivers, Rideau, Gatineau Rivers",2017.0,5.0,5.0,2017.0,5.0,20.0,16113.0,248615.0,,
2017-0140-PHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,"Verde Island Passage (Tingloy, Maricaban Island). Batangas and Laguna provinces",No,No,No,,5.9,Moment Magnitude,13.77,120.935,,2017.0,4.0,8.0,2017.0,4.0,8.0,25000.0,2486.0,,
2017-0169-TWN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,TWN,Taiwan (Province of China),Eastern Asia,Asia,"New Taipei City (Bali, Shimen Districts), Yunlin County, Taichung City, Changhua County, Nantou County, and Chiayi County; Kaohsiung City, Nantou County, Chiayi County, Tainan City",No,No,No,,16445.9,Km2,24.302,121.216,,2017.0,5.0,31.0,2017.0,6.0,5.0,4074.0,34930.0,,
2017-0202-BRA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",No,No,Yes,,266010.35,Km2,-8.096,-38.231,,2017.0,5.0,26.0,2017.0,6.0,10.0,104140.0,124307.0,,
2017-0204-IRN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kopet Dag Mountain, North Khorasan province (Bojnord, Maneh, Samarghan, Ghasre-Ghajar, Qorbour, Langer, Bidak)",No,No,No,,5.6,Moment Magnitude,37.772,57.204,,2017.0,5.0,13.0,2017.0,5.0,13.0,2262.0,2486.0,,
2017-0222-NZL,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,"North Coast, North Island. From Auckland to Wellington, Titirangi, Kohimarama , Manawatu-Wanganui Region, Whanganui, Rangitikei, Whakat?ne districts, Bay of Plenty, Edgecumbe city, Minginui, Ruat?huna, Te Wh?iti and R??toki communities",No,No,Yes,,23530.76,Km2,-38.204,176.79,Whakatane and Rangitaiki Rivers,2017.0,4.0,5.0,2017.0,4.0,21.0,2200.0,88258.0,,
2017-0247-PHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,"Kananga (Leyte Isl), Ormoc City, Carigara",No,No,No,,6.5,Moment Magnitude,11.111,124.619,,2017.0,7.0,6.0,2017.0,7.0,6.0,16500.0,5425.0,,
2017-0327-JPN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,"Wakayama prefecture; Mie region, Kagoshima (Yakushima, Minami-ko towns), Miyazaki, Oita, Fukuoka Prefectures, Hyogo Prefecture",No,No,No,,120.0,Kph,33.2,134.0,,2017.0,8.0,5.0,2017.0,8.0,7.0,1389.0,2486.0,,
2017-0331-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Aba prefecture, Jiuzhaigou County (Sichuan province)",No,No,No,,6.5,Moment Magnitude,33.193,103.855,,2017.0,8.0,8.0,2017.0,8.0,8.0,218325.0,621537.0,,
2017-0342-NPL,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),NPL,Nepal,Southern Asia,Asia,"Lalitpur, Palpa, Jhapa, Morang, Sunsari, Saptari, Bardia, Dang,Banke, Sirha, Sarlai, Bara, Sindhuli, Panchhthar, Rasuwa, Rupendehi, Baglung, Nawalparasi, Kailali, Kalikot, Doti, Dhading, Ramechhap, Syangia, Parbat, Pyuthan, Kaski, Terathum, Dolakha districts",Yes,No,No,,64676.5,Km2,27.941,83.878,,2017.0,8.0,10.0,2017.0,9.0,7.0,1700134.0,739629.0,,
2017-0370-NER,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),NER,Niger,Sub-Saharan Africa,Africa,"Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabery,Zinder",Yes,No,No,,184437.33,Km2,14.617,4.402,,2017.0,8.0,26.0,2017.0,9.0,15.0,206513.0,12431.0,,
2017-0382-MEX,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,"Oaxaca (Juchitan), Chiapas (Cintapala),Tabasco states",No,No,Yes,,8.1,Moment Magnitude,15.022,-93.899,,2017.0,9.0,8.0,2017.0,9.0,8.0,1200250.0,2859069.0,,
2017-0387-MEX,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,"Puebla (Puebla, Cholula), Morelos (Cuernavaca, Jojutla), Mexico state, Mexico city (Roma, Reforma, Condesa, Narvarte, Napoles, Lindavista), Guerrero, Oaxaca, Chiapas",Yes,No,No,,7.1,Moment Magnitude,18.55,-98.489,,2017.0,9.0,17.0,2017.0,9.0,17.0,256000.0,7458440.0,,
2017-0398-CHN,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Loess Plateau, Southern Shaanxi (Xianyang, Hanzhong, Ankang), western Hubei (Suizhou and Guangshui cities), southern Sichuan, northern portions of Chongqing (Kaizhou, Yunyang)",No,No,No,,283444.21,Km2,29.612,113.645,,2017.0,9.0,24.0,2017.0,10.0,7.0,61500.0,448749.0,,
2017-0446-IRN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Qasre-Shirin, Gilane-Garb, Kermanshah, Sare-Pule-Zahab, , Islamabad- E- Gharb, Dalahoo, Javanrood (Ezgeleh), Salase-Babajani (Kermanshah province), Ilam city, Mehran City (Ilam)",No,No,No,,7.3,Moment Magnitude,34.911,45.959,,2017.0,11.0,12.0,2017.0,11.0,12.0,209000.0,919874.0,,
2017-0465-THA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,"Central plains provinces- Bangkok, Chai Nat, Pathum Thani, Lop Buri, Kamphaeng Phet, Sing Buri, Ang Thong, Ayutthaya, Nakhon Sawan, Tak, and Pichit, Khon Kaen, Sukhothai, Uthai Thani, Suphan Buri, Nong Bua Lam Phu, Maha Sarakham, Kalasin, Roi Et, Ubon Ratchathani provinces",No,No,No,,101670.34,Km2,14.594,100.679,"Yom, Nan, Chao Phraya, Tha Chin, Chi and Mun rivers",2017.0,10.0,10.0,2017.0,11.0,8.0,605000.0,1740.0,,
2017-0504-ALB,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,ALB,Albania,Southern Europe,Europe,"Fushë- Krujë, Ura e Gjoles (Fushë- Krujë), Murqine (Bubq), Vore, Kamez, Laprake (Tirane), Darzeze (Pishaj), Jaru, Bishtan (Novosele), Ferras (Frakull), Kashisht (Cakran), Martin, Novosele, Bishan, Mifol (Novosele), Fitore (Miras), Ure Vajgurore, Korce, Gjirokaster, Kashar, Marikaj (Vore), Laknas (Kamez), Bardhaj (Rrethinat), Roskovec, Dropoll",No,Yes,No,,10463.39,Km2,44.885,15.215,"Vjosa, Devoll, Osum, Zeza, Seman rivers",2017.0,11.0,30.0,2017.0,12.0,4.0,21002.0,11063.0,,
2017-0544-ITA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,"Emilia Romagna (between Sorbolo and Boretto (Parma, Reggio Emilia), Lentigione village, Brescello, Colorno), Tuscany (Lucca)",No,No,No,,27560.36,Km2,45.457,105.881,"Po, Enza, Parma",2017.0,12.0,11.0,2017.0,12.0,12.0,1000.0,155384.0,,
2018-0031-IDN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)",No,No,No,,6.0,Moment Magnitude,-7.196,105.918,,2018.0,1.0,23.0,2018.0,1.0,23.0,13811.0,97075.0,,
2018-0037-FRA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),FRA,France,Western Europe,Europe,Ile-de-France ,No,No,No,,72015.73,Km2,48.511,1.606,"Seine, Marne, Yonne, Rhône, Saône",2018.0,1.0,24.0,2018.0,1.0,29.0,2750.0,451398.0,,
2018-0040-BRA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,Rio de Janeiro,No,No,No,,55138.95,Km2,-22.479,-44.095,,2018.0,2.0,14.0,2018.0,2.0,16.0,250.0,12134.0,,
2018-0055-PNG,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PNG,Papua New Guinea,Melanesia,Oceania,Southern Highlandsand Hela provinces,Yes,No,No,,7.5,Moment Magnitude,-6.149,142.766,,2018.0,2.0,26.0,2018.0,2.0,26.0,544300.0,74020.0,,
2018-0059-TWN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Hualian,No,No,No,,6.4,Moment Magnitude,24.136,121.658,,2018.0,2.0,6.0,2018.0,2.0,6.0,285.0,121344.0,,
2018-0112-BRA,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,Sao Paulo,No,No,No,,131278.34,Km2,-24.206,-48.623,,2018.0,3.0,20.0,2018.0,3.0,21.0,1000.0,52178.0,,
